track_uid,n_frames_validos,calculated_length_cm,gt_cm,abs_error_cm,mean_elevation_deg,dataset,scenario,video_day,video_name,especie_gt,rel_error_perc
Dataset_1_2024_11_12_10-48-44_0_24,22.0,30.782862106245553,31.5,0.7171378937544475,-10.89729933615272,Dataset_1,single_fish,2024_11_12,10-48-44_0,lubina0,2.276628234141103
Dataset_1_2024_11_12_10-51-31_1_12,39.0,31.645636840139908,31.5,0.14563684013990752,-10.209104616998829,Dataset_1,single_fish,2024_11_12,10-51-31_1,lubina0,0.46233917504732547
Dataset_1_2024_11_12_10-51-31_1_29,10.0,30.98569328133744,31.5,0.5143067186625601,-3.638290877406926,Dataset_1,single_fish,2024_11_12,10-51-31_1,lubina0,1.6327197417859052
Dataset_1_2024_11_12_10-54-07_0_15,7.0,30.88773731384532,31.5,0.6122626861546792,-7.881504130230317,Dataset_1,single_fish,2024_11_12,10-54-07_0,lubina0,1.9436910671577114
Dataset_1_2024_11_12_10-54-07_0_38,20.0,32.68443336825525,31.5,1.1844333682552488,0.6373306825726961,Dataset_1,single_fish,2024_11_12,10-54-07_0,lubina0,3.760105930969044
Dataset_1_2024_11_12_10-58-20_0_15,31.0,40.54531480598058,31.5,9.045314805980581,-7.541783958675666,Dataset_1,single_fish,2024_11_12,10-58-20_0,lubina0,28.71528509835105
Dataset_1_2024_11_12_10-58-20_0_19,7.0,31.27140085220212,31.5,0.2285991477978797,17.902885799085492,Dataset_1,single_fish,2024_11_12,10-58-20_0,lubina0,0.7257115803107292
Dataset_1_2024_11_12_10-58-20_0_21,7.0,30.39043637630201,31.5,1.1095636236979907,-22.534068632210367,Dataset_1,single_fish,2024_11_12,10-58-20_0,lubina0,3.522424202215843
Dataset_1_2024_11_12_10-58-20_0_8,12.0,31.05779665194018,31.5,0.4422033480598202,-2.796495658602094,Dataset_1,single_fish,2024_11_12,10-58-20_0,lubina0,1.4038201525708578
Dataset_1_2024_11_12_11-00-27_0_1,10.0,32.0682044461661,31.5,0.5682044461660993,-2.9836323025788176,Dataset_1,single_fish,2024_11_12,11-00-27_0,lubina0,1.8038236386225377
Dataset_1_2024_11_12_11-00-27_0_12,17.0,33.163583371048276,31.5,1.6635833710482757,-8.131148478254481,Dataset_1,single_fish,2024_11_12,11-00-27_0,lubina0,5.281217050946907
Dataset_1_2024_11_12_11-00-27_0_21,15.0,29.435174043459988,31.5,2.0648259565400124,15.416376570004681,Dataset_1,single_fish,2024_11_12,11-00-27_0,lubina0,6.55500303663496
Dataset_1_2024_11_12_11-08-39_0_12,6.0,31.12821274796692,31.5,0.37178725203308005,-2.973001797690412,Dataset_1,single_fish,2024_11_12,11-08-39_0,lubina0,1.1802769905812065
Dataset_1_2024_11_12_11-08-39_0_14,6.0,31.31431758628312,31.5,0.18568241371687932,4.113003545061169,Dataset_1,single_fish,2024_11_12,11-08-39_0,lubina0,0.5894679800535851
Dataset_1_2024_11_12_11-08-39_0_20,7.0,30.912653089306207,31.5,0.5873469106937925,5.166866850015927,Dataset_1,single_fish,2024_11_12,11-08-39_0,lubina0,1.864593367281881
Dataset_1_2024_11_12_11-08-39_0_31,18.0,30.698143661083634,31.5,0.801856338916366,-9.323136507436049,Dataset_1,single_fish,2024_11_12,11-08-39_0,lubina0,2.5455756790995743
Dataset_1_2024_11_12_11-08-39_0_33,17.0,31.010469173912192,31.5,0.4895308260878082,-8.036200518609355,Dataset_1,single_fish,2024_11_12,11-08-39_0,lubina0,1.5540661145644703
Dataset_1_2024_11_12_11-08-39_0_56,10.0,31.13921802514997,31.5,0.36078197485003116,0.385827877672628,Dataset_1,single_fish,2024_11_12,11-08-39_0,lubina0,1.1453396026985116
Dataset_1_2024_11_12_11-10-51_0_16,19.0,31.514536072999398,31.5,0.014536072999398186,-15.424125375952853,Dataset_1,single_fish,2024_11_12,11-10-51_0,lubina0,0.046146263490152974
Dataset_1_2024_11_12_11-10-51_0_35,40.0,30.86403321986182,31.5,0.6359667801381796,-10.553504178059779,Dataset_1,single_fish,2024_11_12,11-10-51_0,lubina0,2.0189421591688244
Dataset_1_2024_11_12_11-10-51_0_42,30.0,31.26609458814924,31.5,0.23390541185075975,0.7976634766988222,Dataset_1,single_fish,2024_11_12,11-10-51_0,lubina0,0.7425568630182849
Dataset_1_2024_11_12_11-10-51_0_48,7.0,31.480823503875598,31.5,0.019176496124401865,6.951711425589129,Dataset_1,single_fish,2024_11_12,11-10-51_0,lubina0,0.060877765474291634
Dataset_1_2024_11_12_11-37-10_0_14,11.0,31.859717897998703,31.5,0.3597178979987028,7.531370172612708,Dataset_1,single_fish,2024_11_12,11-37-10_0,lubina0,1.1419615809482628
Dataset_1_2024_11_12_11-37-10_0_38,38.0,31.24538847988158,31.5,0.25461152011842003,-10.521720628428366,Dataset_1,single_fish,2024_11_12,11-37-10_0,lubina0,0.8082905400584763
Dataset_1_2024_11_28_12-52-36_0_12,32.0,30.247983655027145,28.9,1.3479836550271465,-4.323102254346649,Dataset_1,single_fish,2024_11_28,12-52-36_0,caballa,4.664303304592202
Dataset_1_2024_11_28_12-52-36_0_17,21.0,29.265528564045994,28.9,0.3655285640459951,-4.029621144338404,Dataset_1,single_fish,2024_11_28,12-52-36_0,caballa,1.264804719882336
Dataset_1_2024_11_28_12-52-36_0_7,114.0,28.97771719959048,28.9,0.07771719959048085,-9.070795827868114,Dataset_1,single_fish,2024_11_28,12-52-36_0,caballa,0.26891764564180226
Dataset_1_2024_11_28_12-54-48_0_1,14.0,29.16971372089638,28.9,0.26971372089638024,-19.340714753954035,Dataset_1,single_fish,2024_11_28,12-54-48_0,caballa,0.9332654702296895
Dataset_1_2024_11_28_12-54-48_0_12,77.0,29.043846656191196,28.9,0.1438466561911973,-11.392121099014753,Dataset_1,single_fish,2024_11_28,12-54-48_0,caballa,0.4977392947792294
Dataset_1_2024_11_28_12-54-48_0_15,72.0,29.18749478874019,28.9,0.2874947887401902,-3.903655424539433,Dataset_1,single_fish,2024_11_28,12-54-48_0,caballa,0.9947916565404505
Dataset_1_2024_11_28_12-54-48_0_19,10.0,28.96691749145442,28.9,0.06691749145442216,-2.5175172704984297,Dataset_1,single_fish,2024_11_28,12-54-48_0,caballa,0.2315484133371009
Dataset_1_2024_11_28_12-54-48_0_24,26.0,29.55747871038095,28.9,0.6574787103809498,0.6025754271848801,Dataset_1,single_fish,2024_11_28,12-54-48_0,caballa,2.275012838688408
Dataset_1_2024_11_28_12-54-48_0_27,36.0,28.718839348058374,28.9,0.18116065194162445,-0.26667390573025745,Dataset_1,single_fish,2024_11_28,12-54-48_0,caballa,0.6268534669260362
Dataset_1_2024_11_28_12-57-00_0_1,85.0,29.651422507720632,28.9,0.7514225077206333,1.7229570288012952,Dataset_1,single_fish,2024_11_28,12-57-00_0,caballa,2.600077881386275
Dataset_1_2024_11_28_12-57-51_0_1,133.0,30.745028009209115,28.9,1.8450280092091162,-15.067198335044786,Dataset_1,single_fish,2024_11_28,12-57-51_0,caballa,6.384179962661301
Dataset_1_2024_11_28_12-58-48_0_1,25.0,29.429443105435695,28.9,0.5294431054356963,-15.42077788042164,Dataset_1,single_fish,2024_11_28,12-58-48_0,caballa,1.8319830637913366
Dataset_1_2024_11_28_12-58-48_0_11,196.0,31.526570126243076,28.9,2.6265701262430774,1.878171023432396,Dataset_1,single_fish,2024_11_28,12-58-48_0,caballa,9.088477945477777
Dataset_1_2024_11_28_13-01-16_0_1,47.0,28.98080669217701,28.9,0.08080669217700986,0.9351122385207329,Dataset_1,single_fish,2024_11_28,13-01-16_0,caballa,0.2796079314083386
Dataset_1_2024_11_28_13-01-16_0_11,13.0,32.44589273917696,28.9,3.5458927391769635,-4.049081995974058,Dataset_1,single_fish,2024_11_28,13-01-16_0,caballa,12.269525049055236
Dataset_1_2024_11_28_13-01-16_0_13,63.0,29.295534499246834,28.9,0.3955344992468355,0.3560973052166205,Dataset_1,single_fish,2024_11_28,13-01-16_0,caballa,1.3686314852831678
Dataset_1_2024_11_28_13-02-27_0_2,21.0,30.197356600306396,28.9,1.2973566003063972,-1.7388916872104867,Dataset_1,single_fish,2024_11_28,13-02-27_0,caballa,4.489123184451202
Dataset_1_2024_11_28_13-02-27_0_22,7.0,31.61855466688876,28.9,2.7185546668887604,-7.342499903486763,Dataset_1,single_fish,2024_11_28,13-02-27_0,caballa,9.406763553248307
Dataset_1_2024_11_28_13-02-27_0_40,20.0,29.12163385333105,28.9,0.22163385333105268,-0.018583904672959582,Dataset_1,single_fish,2024_11_28,13-02-27_0,caballa,0.7668991464742307
Dataset_1_2024_11_28_13-02-27_0_52,45.0,29.29427854776999,28.9,0.3942785477699928,-3.8781505560288596,Dataset_1,single_fish,2024_11_28,13-02-27_0,caballa,1.3642856324221206
Dataset_1_2024_11_28_13-02-27_0_57,22.0,30.53185198791019,28.9,1.631851987910192,0.8406932917233579,Dataset_1,single_fish,2024_11_28,13-02-27_0,caballa,5.646546670969523
Dataset_1_2024_11_28_13-02-27_0_62,6.0,30.1521961196706,28.9,1.2521961196706002,-28.309949105592562,Dataset_1,single_fish,2024_11_28,13-02-27_0,caballa,4.332858545573011
Dataset_1_2024_11_28_13-04-39_0_1,15.0,28.67521438949265,28.9,0.22478561050735024,8.620041982507734,Dataset_1,single_fish,2024_11_28,13-04-39_0,caballa,0.7778048806482708
Dataset_1_2024_11_28_13-04-39_0_6,29.0,29.305736979830417,28.9,0.4057369798304187,-7.5477928333813535,Dataset_1,single_fish,2024_11_28,13-04-39_0,caballa,1.4039341862644246
